Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Jamaica,1402.903,1437.066,1468.233,1495.935,1520.093,1540.957,1559.145,1575.685,1591.821,1609.016,1628.524,1651.067,1676.5,1703.66,1730.739,1756.508,1780.522,1803.324,1825.873,1849.658,1875.637,1904.281,1935.089,1966.978,1998.313,2028.019,2055.371,2080.824,2105.903,2132.784,2162.839,2196.921,2234.062,2271.735,2306.367,2335.51,2358.165,2375.4,2389.415,2403.464,2419.901,2439.329,2461.047,2484.583,2509.042,2533.705,2558.631,2583.914,2608.874,2632.677,2654.698,2674.706,2692.843,2709.438,2725.017,2740,2754.414,2768.229,2781.869,2795.839,2810.464,2825.932,2842.128,2858.71,2875.137,2891.024,2906.242,2920.848,2934.853,2948.277,2961.161,2973.462
Qatar,25.006,27.497,29.872,32.062,34.051,35.863,37.616,39.451,41.542,44.118,47.383,51.427,56.266,61.721,67.562,73.631,79.85,86.298,93.206,100.88,109.521,119.413,130.505,142.181,153.624,164.314,173.716,182.319,191.947,205.172,223.622,247.984,277.229,309.299,341.272,370.886,397.739,422.154,443.611,461.688,476.275,487.354,495.403,501.479,507.044,513.447,522.531,535.32,551.566,570.486,592.467,615.013,640.872,681.791,753.332,865.41,1022.704,1218.441,1436.67,1654.944,1856.329,2035.862,2196.078,2336.579,2459.202,2565.708,2654.379,2724.727,2781.682,2832.071,2881.06,2930.524
Albania,1263.164,1287.499,1316.09,1348.113,1382.898,1419.991,1459.115,1500.18,1543.256,1588.506,1636.091,1685.926,1737.675,1790.571,1843.649,1896.175,1947.836,1998.743,2049.214,2099.738,2150.704,2202.186,2254.058,2306.284,2358.852,2411.733,2464.981,2518.685,2572.852,2627.506,2682.697,2737.018,2790.284,2844.867,2904.142,2969.671,3044.201,3124.892,3200.972,3257.913,3286.07,3280.397,3245.887,3195.196,3146.518,3112.923,3098.699,3099.747,3110.699,3122.7,3129.246,3129.701,3126.183,3118.017,3104.893,3086.81,3063.021,3033.993,3002.683,2973.044,2948.029,2928.601,2914.091,2903.788,2896.307,2890.524,2886.427,2884.169,2882.735,2880.913,2877.8,2872.934
Puerto Rico,2218.005,2193.616,2183.075,2181.915,2186.786,2195.521,2207.05,2221.479,2239.834,2263.833,2294.971,2333.662,2378.378,2425.35,2469.568,2507.537,2537.566,2561.034,2581.388,2603.713,2631.7,2666.165,2705.84,2749.863,2796.662,2844.925,2894.672,2945.847,2996.84,3045.604,3090.688,3131.507,3168.344,3201.864,3233.169,3263.173,3291.747,3318.838,3345.571,3373.373,3403.168,3435.255,3469.071,3503.47,3536.806,3567.691,3596.099,3621.9,3643.672,3659.73,3668.955,3670.308,3664.321,3653.66,3642.005,3631.885,3623.783,3616.341,3608.03,3596.532,3579.842,3559.862,3536.57,3503.865,3453.667,3381.512,3283.121,3163.676,3039.598,2933.404,2860.84,2828.246
Lithuania,2567.407,2569.617,2578.051,2591.374,2608.525,2628.752,2651.634,2677.006,2704.988,2735.866,2769.879,2806.924,2846.393,2887.072,2927.385,2966.165,3002.792,3037.458,3070.698,3103.509,3136.585,3170.082,3203.634,3236.739,3268.652,3298.883,3327.263,3354.067,3379.794,3405.173,3430.76,3456.141,3481.128,3506.55,3533.489,3562.399,3594.064,3627.326,3658.496,3682.557,3696.035,3697.451,3688.103,3670.653,3649.142,3626.609,3603.756,3579.911,3555.14,3529.189,3501.842,3473.623,3444.777,3414.367,3381.134,3344.259,3303.329,3258.984,3212.867,3167.27,3123.825,3083.402,3045.561,3008.938,2971.498,2931.872,2889.555,2845.419,2801.27,2759.631,2722.291,2689.862
Namibia,514.378,523.963,534.163,544.9,556.141,567.846,580.024,592.702,605.902,619.695,634.138,649.274,665.119,681.633,698.797,716.588,734.866,753.683,773.428,794.588,817.474,842.353,868.954,896.264,922.9,947.925,971.117,992.955,1014.055,1035.379,1057.723,1080.938,1105.103,1131.624,1162.282,1198.149,1239.923,1286.796,1336.545,1386.011,1432.899,1476.399,1516.951,1555.098,1591.826,1627.866,1663.378,1698.029,1731.635,1763.861,1794.583,1823.667,1851.519,1879.113,1907.737,1938.316,1971.318,2006.516,2043.382,2081.039,2118.877,2156.698,2194.777,2233.506,2273.426,2314.901,2358.044,2402.623,2448.3,2494.524,2540.916,2587.344
Gambia,304.895,309.083,313.525,318.382,323.755,329.662,336.117,343.013,350.228,357.63,365.049,372.436,379.886,387.635,396.012,405.258,415.478,426.622,438.59,451.228,464.404,478.106,492.424,507.428,523.25,539.985,557.81,576.755,596.54,616.77,637.252,657.581,678.111,700.198,725.688,755.791,791.141,831.011,873.44,915.631,955.595,992.671,1027.476,1060.861,1094.219,1128.577,1164.091,1200.522,1238.124,1277.118,1317.708,1360.07,1404.263,1449.925,1496.524,1543.745,1591.444,1639.846,1689.288,1740.277,1793.199,1848.142,1905.02,1963.708,2024.037,2085.86,2149.134,2213.9,2280.092,2347.696,2416.664,2486.937
Botswana,412.541,424.002,435.031,445.334,454.78,463.353,471.234,478.664,486.08,493.96,502.733,512.688,523.777,535.692,547.87,559.996,571.957,584.098,596.946,611.297,627.714,646.35,667.096,689.906,714.701,741.346,769.982,800.532,832.467,865.073,897.86,930.412,962.859,996.124,1031.439,1069.585,1110.948,1154.904,1200.073,1244.484,1286.756,1326.321,1363.541,1399.11,1434.061,1469.173,1504.724,1540.424,1575.827,1610.26,1643.333,1674.674,1704.637,1734.387,1765.533,1799.077,1835.911,1875.458,1915.636,1953.495,1987.106,2015.406,2039.551,2062.551,2088.619,2120.716,2159.925,2205.076,2254.067,2303.703,2351.625,2397.24
Gabon,473.296,476.381,478.655,480.536,482.332,484.308,486.64,489.439,492.758,496.591,500.922,505.793,511.285,517.573,524.891,533.357,543.119,554.054,565.763,577.644,589.317,600.608,611.705,622.914,634.739,647.538,661.398,676.264,692.078,708.788,726.335,744.695,763.932,784.056,805.117,827.107,850.052,873.871,898.472,923.714,949.493,975.785,1002.573,1029.769,1057.252,1084.951,1112.944,1141.332,1170.061,1199.058,1228.359,1258.008,1288.31,1319.946,1353.788,1390.55,1430.144,1472.565,1518.538,1568.925,1624.146,1684.629,1749.677,1817.07,1883.801,1947.69,2007.882,2064.812,2119.275,2172.578,2225.728,2278.829
Lesotho,704.686,716.81,729,741.338,753.899,766.763,779.974,793.594,807.664,822.214,837.264,852.892,869.132,886.061,903.757,922.307,941.798,962.279,983.683,1005.911,1028.93,1052.619,1077.102,1102.885,1130.634,1160.795,1193.517,1228.527,1265.211,1302.67,1340.258,1377.808,1415.362,1452.727,1489.685,1526.132,1561.687,1596.395,1630.993,1666.564,1703.757,1742.534,1782.284,1822.237,1861.323,1898.598,1934.294,1968.054,1997.524,2019.732,2032.805,2035.738,2029.832,2018.355,2005.953,1996.115,1989.933,1986.926,1987.13,1990.135,1995.575,2003.793,2014.988,2028.528,2043.448,2059.011,2075.041,2091.532,2108.327,2125.267,2142.252,2159.067
North Macedonia,1254.444,1290.417,1320.982,1347.47,1370.979,1392.461,1412.61,1432.016,1451.021,1469.848,1488.67,1507.647,1527.109,1547.449,1569.139,1592.437,1617.797,1644.949,1672.399,1698.15,1720.805,1739.529,1754.951,1769.002,1784.4,1803.008,1825.559,1851.07,1877.69,1902.718,1924.203,1941.527,1955.247,1965.892,1974.413,1981.536,1987.538,1992.278,1995.508,1996.863,1996.218,1993.304,1988.659,1984.024,1981.713,1983.259,1989.441,1999.588,2012.052,2024.393,2034.823,2042.844,2048.93,2053.426,2057.044,2060.28,2063.132,2065.408,2067.309,2069.03,2070.737,2072.484,2074.275,2076.065,2077.78,2079.335,2080.746,2081.996,2082.957,2083.458,2083.38,2082.662
Slovenia,1473.093,1481.629,1491.677,1502.835,1514.79,1527.207,1539.788,1552.256,1564.362,1575.868,1586.628,1596.554,1605.64,1614.019,1621.886,1629.439,1636.661,1643.695,1651.09,1659.562,1669.584,1681.432,1694.979,1709.978,1725.971,1742.621,1759.721,1777.315,1795.643,1815.106,1835.842,1857.851,1880.707,1903.548,1925.312,1945.129,1962.87,1978.498,1991.387,2000.832,2006.404,2007.78,2005.352,2000.56,1995.326,1991.126,1988.58,1987.457,1987.384,1987.625,1987.71,1987.457,1987.265,1987.855,1990.226,1994.979,2002.427,2012.128,2023.049,2033.807,2043.336,2051.278,2057.826,2063.12,2067.488,2071.199,2074.205,2076.395,2077.836,2078.654,2078.932,2078.723
Guinea-Bissau,535.438,544.412,552.569,560.362,568.163,576.131,584.335,592.669,600.925,608.835,616.14,622.754,628.877,635.008,641.821,649.795,658.998,669.243,680.431,692.407,704.937,718.359,732.516,746.178,757.668,765.985,770.415,771.732,772.137,774.726,781.678,793.804,810.402,830.212,851.276,872.163,892.53,912.755,933.046,953.782,975.265,997.522,1020.353,1043.421,1066.345,1088.85,1110.835,1132.505,1154.372,1177.133,1201.305,1227.105,1254.454,1283.297,1313.492,1344.931,1377.582,1411.545,1446.936,1483.92,1522.603,1562.996,1604.981,1648.259,1692.433,1737.207,1782.434,1828.146,1874.304,1920.917,1967.998,2015.49
Latvia,1926.568,1933.995,1945.956,1961.66,1980.396,2001.57,2024.678,2049.314,2075.182,2102.01,2129.584,2157.66,2185.873,2213.805,2240.947,2266.938,2291.471,2314.506,2336.318,2357.389,2378.022,2398.38,2418.28,2437.18,2454.397,2469.439,2482.197,2492.984,2502.518,2511.735,2521.381,2531.016,2540.444,2550.932,2564.118,2580.763,2602.152,2626.906,2649.835,2663.943,2664.447,2649.161,2620.254,2582.658,2543.632,2508.476,2478.832,2453.31,2430.546,2408.088,2384.15,2358.689,2332.528,2305.845,2278.922,2251.996,2225.063,2198.089,2171.248,2144.784,2118.855,2093.606,2069.018,2044.95,2021.22,1997.675,1974.265,1951.097,1928.461,1906.74,1886.202,1866.934
Bahrain,115.612,116.828,119.59,123.496,128.25,133.58,139.261,145.107,150.981,156.78,162.429,167.899,173.14,178.142,182.888,187.432,191.785,196.06,200.652,206.037,212.607,220.311,229.151,239.527,251.908,266.54,283.746,303.169,323.468,342.804,359.897,374.12,385.953,396.451,407.233,419.428,433.478,448.981,465.198,481.081,495.927,509.762,523.082,536.212,549.59,563.698,578.661,594.927,613.697,636.54,664.61,697.55,735.14,778.708,829.846,889.157,958.423,1035.924,1114.645,1185.075,1240.864,1278.153,1299.942,1315.029,1336.073,1371.853,1425.793,1494.077,1569.44,1641.164,1701.583,1748.295
Equatorial Guinea,225.53,230.914,234.185,236.322,238.033,239.866,242.139,244.958,248.246,251.77,255.338,258.786,262.219,266.005,270.616,276.296,283.506,291.786,299.416,304,303.986,298.852,289.508,277.656,265.762,255.808,247.969,242.16,239.681,241.977,249.931,264.37,284.638,308.208,331.554,352.116,369.024,382.977,394.973,406.62,419.188,432.844,447.269,462.637,479.099,496.768,515.844,536.459,558.496,581.765,606.18,631.662,658.388,686.67,716.949,749.527,784.494,821.686,860.839,901.589,943.64,986.861,1031.191,1076.412,1122.273,1168.575,1215.181,1262.008,1308.966,1355.982,1402.985,1449.891
Trinidad and Tobago,645.626,658.754,675.583,695.247,716.879,739.703,762.977,786.024,808.219,829.025,847.973,864.814,879.436,891.948,902.62,911.742,919.218,925.233,930.792,937.184,945.357,955.753,968.136,982.006,996.479,1010.934,1025.104,1039.21,1053.56,1068.644,1084.743,1101.983,1120.019,1138.071,1155.083,1170.296,1183.382,1194.532,1204.15,1212.858,1221.121,1229.108,1236.685,1243.605,1249.527,1254.2,1257.547,1259.838,1261.699,1263.927,1267.159,1271.627,1277.21,1283.564,1290.115,1296.497,1302.552,1308.45,1314.449,1320.921,1328.144,1336.18,1344.814,1353.708,1362.337,1370.332,1377.563,1384.06,1389.841,1394.969,1399.491,1403.374
Estonia,1100.997,1113.238,1125.237,1136.906,1148.213,1159.233,1170.091,1181.017,1192.257,1204.106,1216.82,1230.504,1245.083,1260.215,1275.44,1290.406,1304.984,1319.249,1333.174,1346.82,1360.206,1373.298,1386.074,1398.47,1410.467,1422.052,1433.173,1443.891,1454.266,1464.423,1474.438,1483.879,1492.64,1501.422,1511.193,1522.405,1536.034,1551.209,1564.2,1569.967,1565.246,1548.22,1520.811,1488.06,1457.09,1433.026,1417.741,1409.678,1406.35,1403.784,1399.111,1391.739,1382.737,1372.904,1363.57,1355.65,1349.373,1344.295,1340.067,1336.14,1332.103,1327.701,1323.163,1319.068,1316.273,1315.33,1316.507,1319.389,1322.913,1325.649,1326.539,1325.188
Timor-Leste,414.754,418.684,423.12,428.047,433.416,439.223,445.444,452.083,459.15,466.62,474.535,482.852,491.575,500.652,510.035,519.676,529.328,538.906,548.817,559.62,571.565,585.25,600.185,614.264,624.561,629.227,627.255,619.817,610.048,602.363,599.907,603.837,613.233,626.677,641.845,657.061,671.747,686.475,701.812,718.736,737.814,759.526,783.204,806.867,827.828,844.333,855.358,861.87,866.523,873.138,884.366,901.214,922.699,947.11,971.889,995.13,1016.437,1036.388,1055.428,1074.286,1093.517,1113.154,1133.002,1153.288,1174.333,1196.294,1219.289,1243.26,1267.975,1293.12,1318.442,1343.875
Mauritius,493.258,506.428,521.191,537.05,553.622,570.65,587.952,605.487,623.274,641.423,660.025,679.05,698.31,717.407,735.86,753.283,769.56,784.774,799.143,812.941,826.451,839.594,852.394,865.17,878.356,892.219,906.918,922.329,937.818,952.581,966.039,978.071,988.889,998.62,1007.502,1015.764,1023.278,1030.176,1037.253,1045.585,1055.869,1068.433,1082.948,1098.604,1114.146,1128.676,1141.952,1154.141,1165.292,1175.571,1185.147,1193.911,1201.805,1208.992,1215.668,1222.01,1228.089,1233.89,1239.262,1243.996,1247.953,1251.074,1253.489,1255.458,1257.351,1259.457,1261.87,1264.497,1267.184,1269.67,1271.767,1273.428
Cyprus,494.018,500.384,506.63,513.429,521.186,529.97,539.568,549.465,558.897,566.969,572.933,576.402,577.696,577.918,578.628,580.972,585.313,591.301,598.495,606.121,613.618,620.86,628.002,635.105,642.322,649.753,657.524,665.521,673.253,680.01,685.408,689.17,691.716,694.076,697.715,703.694,712.335,723.384,736.476,751.043,766.616,783.121,800.61,818.75,837.104,855.391,873.426,891.19,908.71,926.049,943.288,960.274,976.968,993.562,1010.41,1027.657,1045.508,1063.708,1081.568,1098.089,1112.617,1124.837,1135.046,1143.866,1152.297,1160.987,1170.189,1179.685,1189.262,1198.574,1207.361,1215.588
Eswatini,272.997,279.357,285.286,291.082,296.943,303.027,309.405,316.037,322.86,329.744,336.578,343.346,350.155,357.279,365.12,373.925,383.82,394.76,406.508,418.739,431.251,443.979,457.039,470.561,484.747,499.759,515.602,532.253,549.787,568.316,587.852,608.374,629.812,652.112,675.24,699.077,723.599,748.634,773.774,798.498,822.423,845.267,866.995,887.706,907.622,926.836,945.506,963.416,979.922,994.105,1005.432,1013.608,1019.054,1022.796,1026.287,1030.575,1036.095,1042.651,1049.948,1057.462,1064.841,1072.029,1079.285,1086.843,1095.022,1104.038,1113.994,1124.808,1136.274,1148.133,1160.164,1172.369
Djibouti,62,63.313,64.744,66.273,67.884,69.593,71.494,73.699,76.352,79.615,83.634,88.503,94.203,100.618,107.582,114.976,122.876,131.405,140.462,149.889,159.662,169.372,179.237,190.569,205.18,224.177,248.556,277.472,308.008,336.08,358.96,374.934,385.268,393.8,406.018,425.608,454.359,490.337,528.993,563.855,590.393,606.843,615.05,618.504,622.364,630.385,643.649,660.858,680.465,699.973,717.577,733.019,746.947,759.639,771.599,783.248,794.554,805.456,816.361,827.82,840.194,853.671,868.136,883.296,898.707,913.998,929.117,944.1,958.923,973.557,988.002,1002.197
Fiji,288.994,296.25,304.883,314.452,324.583,335.096,345.869,356.939,368.426,380.564,393.48,407.244,421.673,436.303,450.538,463.96,476.399,487.973,498.944,509.708,520.561,531.622,542.843,554.143,565.418,576.626,587.561,598.299,609.383,621.584,635.312,651.032,668.281,685.497,700.478,711.77,718.642,721.776,722.924,724.602,728.575,735.398,744.47,754.962,765.607,775.428,784.389,792.736,800.148,806.302,811.011,813.923,815.257,816.078,817.864,821.606,827.869,836.185,845.356,853.636,859.816,863.451,865.065,865.602,866.447,868.632,872.406,877.46,883.49,889.955,896.444,902.899
Réunion,248.114,259.294,268.481,276.524,284.083,291.663,299.575,307.982,316.882,326.165,335.694,345.407,355.425,366.085,377.797,390.773,405.286,420.996,436.688,450.742,462.029,470.116,475.476,478.91,481.689,484.785,488.348,492.289,496.906,502.499,509.264,517.415,526.95,537.401,548.141,558.704,568.913,578.938,588.985,599.447,610.584,622.413,634.793,647.59,660.565,673.543,686.462,699.307,712,724.484,736.714,748.653,760.25,771.377,781.861,791.598,800.533,808.728,816.325,823.529,830.507,837.336,843.984,850.506,856.96,863.359,869.742,876.131,882.531,888.932,895.308,901.696
Comoros,159.459,163.146,166.538,169.748,172.853,175.906,178.946,181.99,185.046,188.088,191.122,194.149,197.202,200.371,203.762,207.429,211.477,215.9,220.574,225.324,230.055,234.645,239.229,244.207,250.107,257.285,265.958,275.903,286.628,297.451,307.831,317.617,326.944,336.088,345.455,355.337,365.765,376.647,387.964,399.638,411.598,423.873,436.454,449.27,462.28,475.394,488.625,501.955,515.382,528.853,542.358,555.895,569.48,583.213,597.23,611.625,626.427,641.624,657.227,673.251,689.696,706.578,723.865,741.511,759.39,777.435,795.597,813.89,832.322,850.891,869.595,888.456
Guyana,406.559,418.68,432.815,448.462,465.165,482.562,500.315,518.251,536.22,554.094,571.813,589.274,606.286,622.58,637.835,651.865,664.518,675.861,686.144,695.743,704.93,713.684,721.949,729.909,737.846,745.847,754.101,762.424,770.128,776.257,780.153,781.734,781.249,778.953,775.217,770.439,764.447,757.451,750.641,745.581,743.306,744.477,748.596,754.141,758.896,761.298,760.801,757.975,753.778,749.676,746.718,745.206,744.789,745.142,745.737,746.156,746.335,746.477,746.815,747.718,749.43,752.029,755.388,759.281,763.371,767.433,771.363,775.218,779.007,782.775,786.559,790.329
Bhutan,176.796,180.813,184.759,188.783,193.006,197.458,202.194,207.197,212.424,217.808,223.284,228.849,234.552,240.529,246.961,253.993,261.664,269.944,278.731,287.886,297.307,306.957,316.822,326.986,337.491,348.395,359.721,371.424,383.324,395.192,406.883,418.107,428.938,439.823,451.471,464.264,478.683,494.313,509.532,522.173,530.801,534.637,534.525,532.59,531.905,534.629,541.471,551.713,564.378,577.886,591.014,603.643,616.025,627.84,638.809,648.744,657.404,664.873,671.611,678.329,685.502,693.297,701.582,710.235,719.053,727.885,736.706,745.563,754.396,763.094,771.612,779.9
Solomon Islands,89.793,91.79,94.059,96.539,99.191,102.001,104.935,107.986,111.157,114.436,117.847,121.385,125.04,128.838,132.766,136.815,140.995,145.319,149.887,154.83,160.24,166.163,172.55,179.306,186.297,193.401,200.602,207.885,215.299,222.841,230.55,238.423,246.451,254.566,262.691,270.787,278.834,286.871,294.976,303.272,311.869,320.781,330.004,339.501,349.273,359.276,369.517,379.998,390.702,401.592,412.665,423.949,435.434,447.016,458.549,469.918,481.086,492.133,503.366,515.182,527.861,541.522,556.066,571.329,587.079,603.133,619.438,636.03,652.856,669.821,686.878,703.995
Polynesia,241.513,248.596,255.351,261.67,267.663,273.484,279.284,285.215,291.595,298.71,306.791,315.923,325.956,336.722,347.675,358.539,369.207,379.667,389.762,399.249,407.992,415.864,422.94,429.451,435.775,442.101,448.559,455.072,461.772,468.639,475.762,483.212,490.903,498.801,506.629,514.291,521.723,528.963,536.059,543.038,549.958,556.764,563.506,570.19,576.844,583.462,590.13,596.715,603.304,609.84,616.389,622.98,629.577,635.801,641.328,645.872,649.355,651.837,653.674,655.215,656.808,658.529,660.38,662.362,664.567,667.014,669.736,672.758,676.066,679.769,683.778,688.113
"China, Macao SAR",196.473,200.49,201.268,199.292,195.133,189.458,183.034,176.752,171.525,168.283,167.795,170.466,176.188,184.245,193.556,203.224,213.189,223.416,233.002,240.837,246.193,248.745,248.77,246.945,244.289,241.631,239.074,236.669,235.175,235.44,238.085,243.373,251.154,260.921,271.914,283.49,295.597,308.181,320.774,332.783,343.816,353.623,362.308,370.195,377.805,385.517,393.376,401.353,409.62,418.388,427.772,437.928,448.813,460.157,471.6,482.863,493.804,504.504,515.232,526.401,538.215,550.833,564.037,577.368,590.21,602.093,612.824,622.578,631.633,640.446,649.342,658.391
Montenegro,394.739,400.872,410.508,421.731,433.14,443.796,453.322,461.813,469.782,478.07,487.416,498.129,509.707,520.712,529.176,533.821,533.915,530.234,524.845,520.645,519.702,522.782,529.214,537.766,546.565,554.259,560.423,565.512,570.06,574.953,580.757,587.689,595.351,602.965,609.438,614.011,616.356,616.794,616.054,615.205,615.004,615.736,617.181,618.863,620.076,620.419,619.705,618.216,616.34,614.652,613.558,613.17,613.371,614.081,615.137,616.388,617.863,619.554,621.312,622.933,624.279,625.271,625.931,626.342,626.65,626.957,627.271,627.563,627.803,627.988,628.062,628.051
Luxembourg,296.005,297.593,299.5,301.507,303.449,305.262,306.938,308.562,310.258,312.219,314.585,317.438,320.699,324.129,327.36,330.16,332.423,334.234,335.829,337.568,339.672,342.232,345.104,348.178,351.19,353.984,356.566,358.963,361.08,362.797,364.048,364.778,365.099,365.301,365.797,366.882,368.662,371.076,374.118,377.712,381.78,386.356,391.397,396.812,402.435,408.145,413.999,419.979,425.828,431.263,436.106,440.197,443.727,447.317,451.822,457.848,465.611,474.917,485.403,496.536,507.89,519.312,530.855,542.554,554.512,566.741,579.266,591.914,604.244,615.73,625.976,634.814
Suriname,214.996,222.451,229.211,235.693,242.211,249.002,256.18,263.756,271.673,279.761,287.87,295.913,303.894,311.945,320.267,328.939,338.155,347.673,356.551,363.574,367.926,369.23,367.907,364.907,361.665,359.234,357.949,357.649,358.103,358.826,359.531,360.144,360.927,362.282,364.722,368.636,374.133,381.033,388.877,397.082,405.169,413.009,420.658,428.028,435.099,441.851,448.207,454.165,459.838,465.38,470.944,476.574,482.228,487.938,493.68,499.461,505.292,511.181,517.122,523.113,529.126,535.177,541.247,547.295,553.278,559.136,564.883,570.501,575.987,581.363,586.634,591.798
Cabo Verde,178.064,186.083,191.447,194.722,196.462,197.193,197.417,197.593,198.129,199.434,201.77,205.321,210.141,216.087,222.949,230.421,238.655,247.522,256.169,263.461,268.633,271.315,271.841,271.068,270.228,270.24,271.345,273.335,276.182,279.729,283.848,288.678,294.244,300.226,306.14,311.668,316.613,321.137,325.744,331.18,337.953,346.229,355.763,366.057,376.409,386.288,395.533,404.248,412.513,420.456,428.178,435.701,442.955,449.925,456.619,463.034,469.171,475.067,480.846,486.667,492.644,498.858,505.241,511.74,518.276,524.74,531.14,537.499,543.764,549.936,555.988,561.901
Maldives,73.716,74.22,75.19,76.485,78.015,79.704,81.511,83.418,85.431,87.587,89.873,92.328,94.902,97.54,100.177,102.71,105.129,107.481,109.893,112.582,115.688,119.303,123.347,127.7,132.102,136.418,140.563,144.625,148.774,153.276,158.271,163.821,169.849,176.255,182.848,189.54,196.262,203.024,209.787,216.502,223.159,229.743,236.271,242.596,248.582,254.144,259.178,263.836,268.445,273.522,279.396,286.309,294.185,302.681,311.265,319.604,327.489,335.172,343.448,353.391,365.73,380.493,397.231,415.592,435.018,454.914,475.505,496.398,515.704,530.957,540.542,543.62
Malta,311.998,312.215,312.746,313.266,313.562,313.523,313.195,312.702,312.303,312.316,312.973,314.414,316.52,318.888,320.927,322.238,322.696,322.457,321.762,321.031,320.548,320.364,320.437,320.801,321.436,322.358,323.579,325.126,326.984,329.117,331.494,334.115,336.964,339.984,343.096,346.254,349.431,352.617,355.796,358.935,362.017,364.991,367.89,370.774,373.754,376.893,380.259,383.756,387.282,390.626,393.649,396.324,398.72,400.858,402.82,404.659,406.33,407.854,409.493,411.559,414.257,417.72,421.809,426.144,430.19,433.559,436.099,437.935,439.255,440.377,441.539,442.79
Brunei Darussalam,48.009,50.933,53.885,56.918,60.058,63.367,66.807,70.394,74.095,77.88,81.707,85.56,89.484,93.54,97.819,102.39,107.274,112.446,117.897,123.596,129.53,135.672,142.015,148.516,155.069,161.635,168.173,174.717,181.201,187.596,193.88,200.027,206.064,212.073,218.176,224.44,230.917,237.565,244.405,251.456,258.714,266.208,273.888,281.684,289.452,297.112,304.62,311.962,319.135,326.214,333.166,340.037,346.777,353.295,359.434,365.112,370.262,374.967,379.418,383.902,388.634,393.687,398.997,404.414,409.778,414.914,419.791,424.481,428.96,433.296,437.483,441.532
Guadeloupe,209.999,213.342,217.579,222.796,228.99,236.054,243.84,252.03,260.249,268.078,275.173,281.312,286.538,291.106,295.509,300.058,304.867,309.772,314.498,318.63,321.887,324.17,325.635,326.577,327.426,328.489,330.007,331.915,333.919,335.587,336.683,336.932,336.612,336.677,338.43,342.737,350.061,359.911,370.913,381.139,389.251,394.615,397.692,399.38,401.066,403.731,407.784,412.739,417.621,421.035,422.048,420.248,416.132,410.868,406.068,402.903,401.809,402.405,403.967,405.444,406.073,405.643,404.446,402.826,401.305,400.26,399.76,399.679,399.848,400.048,400.127,400.013
Belize,68.915,71.239,73.43,75.551,77.688,79.867,82.134,84.508,86.952,89.486,92.068,94.7,97.392,100.165,103.069,106.12,109.348,112.707,116.065,119.269,122.184,124.795,127.152,129.294,131.305,133.264,135.143,136.99,138.975,141.302,144.142,147.572,151.486,155.82,160.341,164.918,169.569,174.333,179.023,183.471,187.554,191.136,194.324,197.625,201.679,206.962,213.66,221.575,230.248,238.979,247.31,255.068,262.387,269.428,276.516,283.798,291.338,299.031,306.822,314.655,322.465,330.236,338.001,345.707,353.366,360.926,368.399,375.775,383.071,390.351,397.621,404.915
Bahamas,79.09,79.989,81.434,83.373,85.783,88.628,91.897,95.617,99.776,104.415,109.532,115.119,121.092,127.34,133.705,140.06,146.381,152.621,158.648,164.265,169.376,173.894,177.863,181.519,185.105,188.895,192.903,197.1,201.482,205.991,210.589,215.321,220.182,225.095,229.913,234.579,239.02,243.265,247.451,251.738,256.227,261.007,266.028,271.065,275.849,280.179,283.98,287.363,290.6,294.063,298.045,302.618,307.657,313.123,318.893,324.848,331.032,337.387,343.68,349.6,354.936,359.583,363.581,367.162,370.625,374.2,377.923,381.749,385.635,389.486,393.248,396.914
Martinique,222.003,224.412,228.268,233.26,239.15,245.682,252.652,259.879,267.209,274.493,281.626,288.478,294.957,300.951,306.361,311.122,315.172,318.501,321.174,323.317,325.014,326.328,327.301,327.883,328.073,327.837,327.176,326.2,325.296,324.929,325.448,326.987,329.451,332.601,336.166,339.881,343.744,347.754,351.708,355.34,358.457,360.892,362.756,364.374,366.254,368.728,371.913,375.64,379.639,383.527,387.016,389.984,392.5,394.534,396.106,397.191,397.85,398.048,397.664,396.561,394.666,391.886,388.366,384.581,381.142,378.483,376.789,375.946,375.672,375.557,375.265,374.743
Iceland,142.657,144.942,147.713,150.813,154.163,157.641,161.198,164.786,168.396,171.992,175.584,179.183,182.711,186.13,189.345,192.315,194.991,197.405,199.669,201.971,204.423,207.095,209.928,212.803,215.568,218.079,220.276,222.267,224.146,226.104,228.256,230.665,233.273,236.021,238.818,241.587,244.335,247.057,249.755,252.424,255.044,257.616,260.155,262.65,265.14,267.627,270.144,272.709,275.294,277.868,280.439,282.91,285.329,287.955,291.102,294.976,299.727,305.181,310.855,316.057,320.342,323.471,325.642,327.194,328.592,330.237,332.209,334.395,336.712,339.037,341.25,343.36
